geoid,name,B07003001,"B07003001, Error",B07003002,"B07003002, Error",B07003003,"B07003003, Error",B07003004,"B07003004, Error",B07003005,"B07003005, Error",B07003006,"B07003006, Error",B07003007,"B07003007, Error",B07003008,"B07003008, Error",B07003009,"B07003009, Error",B07003010,"B07003010, Error",B07003011,"B07003011, Error",B07003012,"B07003012, Error",B07003013,"B07003013, Error",B07003014,"B07003014, Error",B07003015,"B07003015, Error",B07003016,"B07003016, Error",B07003017,"B07003017, Error",B07003018,"B07003018, Error"
14000US08041002102,"Census Tract 21.02, El Paso, CO",4726,561,2163,329,2563,376,3965,594,1780,329,2185,363,491,218,288,145,203,120,92,80,47,56,45,46,112,74,48,33,64,52,66,80,0,12,66,80
14000US08041002200,"Census Tract 22, El Paso, CO",3062,420,1444,247,1618,269,2025,340,965,215,1060,205,684,245,308,131,376,139,44,44,14,33,30,28,242,151,114,90,128,90,67,84,43,48,24,38
14000US08041002300,"Census Tract 23, El Paso, CO",2009,380,1130,231,879,212,1217,210,621,138,596,143,532,248,302,130,230,154,128,103,123,102,5,7,114,72,79,56,35,29,18,23,5,13,13,19
14000US08041002501,"Census Tract 25.01, El Paso, CO",3645,613,1781,289,1864,357,3240,619,1535,291,1705,359,307,160,172,95,135,75,0,12,0,12,0,12,98,73,74,58,24,22,0,12,0,12,0,12
14000US08041002502,"Census Tract 25.02, El Paso, CO",4127,409,2082,247,2045,305,2995,400,1488,225,1507,284,619,223,313,148,306,122,154,104,108,77,46,43,304,141,147,85,157,84,55,56,26,30,29,33
14000US08041002700,"Census Tract 27, El Paso, CO",3196,344,1560,264,1636,199,2793,346,1344,263,1449,189,237,123,102,61,135,74,66,71,66,71,0,12,77,78,25,31,52,72,23,37,23,37,0,12
14000US08041003100,"Census Tract 31, El Paso, CO",4417,467,2044,239,2373,271,3745,459,1691,233,2054,269,378,247,219,161,159,89,42,34,3,7,39,33,230,148,121,79,109,77,22,24,10,15,12,18
14000US08041003303,"Census Tract 33.03, El Paso, CO",5084,542,2377,417,2707,343,3792,599,1716,380,2076,374,837,454,453,273,384,250,40,41,29,29,11,17,394,247,158,122,236,160,21,34,21,34,0,17
14000US08041003305,"Census Tract 33.05, El Paso, CO",7999,1036,4043,609,3956,554,6394,1020,3208,539,3186,589,260,140,165,95,95,72,505,401,276,230,229,175,685,388,326,189,359,213,155,154,68,74,87,88
14000US08041003306,"Census Tract 33.06, El Paso, CO",3324,545,1670,334,1654,307,3114,527,1562,317,1552,300,138,103,84,75,54,43,59,70,21,32,38,44,13,19,3,8,10,13,0,12,0,12,0,12
14000US08041003307,"Census Tract 33.07, El Paso, CO",3421,472,1740,280,1681,244,2519,385,1207,215,1312,204,414,234,256,136,158,111,78,54,30,25,48,43,367,195,211,128,156,80,43,42,36,41,7,11
14000US08041003308,"Census Tract 33.08, El Paso, CO",5590,614,2462,389,3128,436,3668,774,1652,380,2016,517,867,369,305,159,562,298,199,183,97,91,102,99,635,285,310,165,325,166,221,185,98,106,123,132
14000US08041003702,"Census Tract 37.02, El Paso, CO",4705,350,2261,213,2444,218,3864,403,1863,209,2001,240,558,291,238,144,320,171,54,71,44,69,10,15,229,118,116,74,113,52,0,12,0,12,0,12
14000US08041003705,"Census Tract 37.05, El Paso, CO",6854,1077,3383,752,3471,482,5529,1092,2806,726,2723,512,744,348,337,192,407,233,39,61,0,17,39,61,542,256,240,132,302,148,0,17,0,17,0,17
14000US08041003706,"Census Tract 37.06, El Paso, CO",4770,505,2298,339,2472,336,3563,367,1680,212,1883,230,675,296,364,223,311,130,257,164,69,76,188,128,249,144,159,99,90,58,26,36,26,36,0,12
14000US08041003707,"Census Tract 37.07, El Paso, CO",2810,202,1606,157,1204,138,2427,262,1397,175,1030,146,185,94,106,70,79,47,54,66,33,35,21,32,128,87,54,34,74,56,16,18,16,18,0,12
14000US08041003708,"Census Tract 37.08, El Paso, CO",2961,320,1396,179,1565,222,2344,329,1100,178,1244,217,357,162,161,82,196,106,0,12,0,12,0,12,228,127,127,64,101,76,32,33,8,14,24,23
14000US08041003801,"Census Tract 38.01, El Paso, CO",2149,434,1101,205,1048,282,1533,403,740,178,793,260,305,173,212,138,93,74,0,12,0,12,0,12,221,95,100,50,121,55,90,72,49,39,41,47
14000US08041003802,"Census Tract 38.02, El Paso, CO",4167,410,2954,364,1213,267,3339,386,2396,316,943,221,156,90,103,81,53,54,0,12,0,12,0,12,649,190,432,152,217,106,23,49,23,49,0,12
14000US08041003905,"Census Tract 39.05, El Paso, CO",4142,484,2060,285,2082,328,2862,391,1497,210,1365,244,630,211,332,118,298,171,27,30,0,12,27,30,604,302,212,132,392,204,19,32,19,32,0,12
14000US08041003906,"Census Tract 39.06, El Paso, CO",5881,665,2705,408,3176,404,4916,714,2315,406,2601,400,340,203,114,87,226,145,144,168,73,93,71,82,470,229,192,115,278,174,11,18,11,18,0,17
14000US08041004008,"Census Tract 40.08, El Paso, CO",2883,396,1687,271,1196,197,1640,418,949,267,691,194,221,142,143,91,78,58,11,15,3,8,8,13,824,286,459,152,365,159,187,157,133,110,54,55
14000US08041004009,"Census Tract 40.09, El Paso, CO",1707,271,957,194,750,129,987,250,550,156,437,117,467,210,288,138,179,98,80,49,41,30,39,29,162,89,78,41,84,60,11,14,0,12,11,14
14000US08041004100,"Census Tract 41, El Paso, CO",4909,957,2672,715,2237,333,4651,954,2518,708,2133,327,140,104,70,58,70,63,8,14,8,14,0,12,71,76,56,71,15,17,39,68,20,34,19,34
14000US08041004200,"Census Tract 42, El Paso, CO",3687,487,1884,303,1803,260,3025,397,1548,233,1477,235,576,301,298,191,278,124,20,20,10,15,10,15,66,50,28,23,38,32,0,12,0,12,0,12
14000US08041004300,"Census Tract 43, El Paso, CO",6767,849,3015,507,3752,488,5719,834,2457,454,3262,519,214,143,130,99,84,81,118,131,69,121,49,54,716,385,359,233,357,181,0,17,0,17,0,17
14000US08041004402,"Census Tract 44.02, El Paso, CO",6045,624,5455,635,590,166,2667,488,2395,493,272,106,324,98,301,93,23,27,71,59,71,59,0,17,1876,246,1629,217,247,110,1107,319,1059,318,48,38
14000US08041004403,"Census Tract 44.03, El Paso, CO",1391,325,796,164,595,192,927,301,486,139,441,187,63,57,48,48,15,19,8,13,4,9,4,9,283,137,156,68,127,81,110,48,102,46,8,8
14000US08041004501,"Census Tract 45.01, El Paso, CO",4548,444,2479,367,2069,248,3457,498,1785,367,1672,225,582,272,434,186,148,142,323,268,181,121,142,188,173,203,66,80,107,127,13,20,13,20,0,12
14000US08041004502,"Census Tract 45.02, El Paso, CO",6471,664,3391,386,3080,379,5174,663,2703,375,2471,360,504,220,193,97,311,165,71,80,31,35,40,49,642,300,399,233,243,121,80,72,65,64,15,21
14000US08041004506,"Census Tract 45.06, El Paso, CO",6537,1165,3322,539,3215,741,5675,1179,2874,520,2801,751,418,226,174,103,244,140,164,123,129,97,35,55,267,150,132,87,135,87,13,20,13,20,0,17
14000US08041004507,"Census Tract 45.07, El Paso, CO",2928,431,1286,232,1642,317,2363,391,1087,192,1276,281,193,120,51,35,142,109,259,337,89,108,170,230,75,104,21,29,54,78,38,49,38,49,0,12
14000US08041004601,"Census Tract 46.01, El Paso, CO",4297,627,2151,370,2146,306,4023,594,1995,344,2028,299,219,158,121,101,98,64,20,21,9,13,11,16,34,34,26,24,8,17,1,3,0,12,1,3
14000US08041004602,"Census Tract 46.02, El Paso, CO",4980,852,2196,242,2784,778,4349,833,1900,233,2449,764,424,242,180,96,244,178,75,51,40,30,35,25,122,100,66,62,56,43,10,14,10,14,0,17
14000US08041004603,"Census Tract 46.03, El Paso, CO",8300,1323,4331,823,3969,628,6362,1152,3386,739,2976,478,661,380,284,141,377,304,338,472,119,178,219,295,886,590,489,394,397,217,53,64,53,64,0,17
14000US08041004701,"Census Tract 47.01, El Paso, CO",4897,530,2512,404,2385,238,4209,427,1999,226,2210,253,552,378,457,353,95,77,25,28,8,13,17,21,82,82,36,50,46,42,29,35,12,19,17,19
14000US08041004702,"Census Tract 47.02, El Paso, CO",2128,334,1112,207,1016,163,1809,307,899,176,910,158,137,61,84,47,53,30,30,24,16,14,14,15,88,71,77,69,11,12,64,95,36,54,28,42
14000US08041004703,"Census Tract 47.03, El Paso, CO",5542,508,2798,360,2744,313,4818,541,2460,355,2358,333,354,244,179,166,175,133,114,159,58,81,56,79,231,186,76,62,155,130,25,39,25,39,0,17
14000US08041004706,"Census Tract 47.06, El Paso, CO",5900,639,2942,359,2958,400,4744,684,2342,364,2402,404,665,259,358,146,307,145,61,70,19,29,42,50,370,212,163,105,207,123,60,50,60,50,0,17
14000US08041004800,"Census Tract 48, El Paso, CO",4819,615,2590,428,2229,286,3749,629,2055,420,1694,279,536,248,256,110,280,160,268,185,175,111,93,79,266,179,104,93,162,111,0,12,0,12,0,12
14000US08041004901,"Census Tract 49.01, El Paso, CO",3643,421,1832,243,1811,284,2753,343,1336,201,1417,243,671,241,384,152,287,124,33,31,23,27,10,16,186,168,89,81,97,98,0,12,0,12,0,12
14000US08041004902,"Census Tract 49.02, El Paso, CO",5154,665,2759,493,2395,222,4371,717,2352,511,2019,251,484,217,237,113,247,121,21,24,14,20,7,13,248,202,126,105,122,99,30,39,30,39,0,17
14000US08041005000,"Census Tract 50, El Paso, CO",5523,768,2987,508,2536,356,3963,762,2254,506,1709,329,768,345,355,164,413,236,101,72,49,39,52,51,552,208,270,136,282,120,139,208,59,90,80,118
14000US08041005110,"Census Tract 51.10, El Paso, CO",4066,476,2010,313,2056,273,3430,433,1636,249,1794,270,357,246,251,190,106,70,118,80,50,48,68,50,161,109,73,37,88,96,0,12,0,12,0,12
14000US08041005201,"Census Tract 52.01, El Paso, CO",4405,698,2408,489,1997,376,3088,691,1757,451,1331,317,887,413,421,226,466,239,34,36,13,17,21,32,396,268,217,158,179,148,0,12,0,12,0,12
14000US08041005202,"Census Tract 52.02, El Paso, CO",3216,642,1398,235,1818,501,2273,580,980,221,1293,424,722,309,252,125,470,260,51,57,51,57,0,12,108,82,53,51,55,48,62,68,62,68,0,12
14000US08041005300,"Census Tract 53, El Paso, CO",4806,759,2122,466,2684,506,3668,724,1773,393,1895,442,808,262,178,114,630,255,176,129,42,39,134,116,138,108,113,91,25,35,16,26,16,26,0,12
14000US08041005400,"Census Tract 54, El Paso, CO",5891,1054,2765,531,3126,636,4466,1001,1971,528,2495,563,787,349,357,178,430,222,16,31,9,16,7,15,622,473,428,308,194,188,0,17,0,17,0,17
14000US08041005501,"Census Tract 55.01, El Paso, CO",6610,906,3514,609,3096,422,5483,910,2965,598,2518,396,658,229,284,121,374,147,96,83,61,75,35,33,325,159,184,112,141,73,48,61,20,30,28,33
14000US08041005502,"Census Tract 55.02, El Paso, CO",4678,967,2442,583,2236,478,3198,846,1634,559,1564,352,1162,551,604,271,558,325,30,33,30,33,0,12,108,70,82,60,26,37,180,253,92,130,88,124
14000US08041005601,"Census Tract 56.01, El Paso, CO",3736,592,1893,393,1843,321,3150,616,1547,374,1603,332,370,315,211,233,159,117,46,57,28,38,18,33,170,224,107,133,63,92,0,12,0,12,0,12
14000US08041005602,"Census Tract 56.02, El Paso, CO",3264,432,1635,214,1629,281,2704,473,1342,238,1362,283,357,159,206,107,151,75,100,98,47,54,53,48,76,63,20,29,56,38,27,33,20,30,7,13
14000US08041005700,"Census Tract 57, El Paso, CO",6253,749,3173,521,3080,433,5374,780,2728,506,2646,465,394,273,169,142,225,149,59,79,0,17,59,79,227,145,142,125,85,83,199,294,134,199,65,97
14000US08041005800,"Census Tract 58, El Paso, CO",3125,416,1446,288,1679,209,2500,308,1184,223,1316,172,441,206,149,86,292,146,13,19,13,19,0,12,165,130,94,110,71,64,6,11,6,11,0,12
14000US08041005900,"Census Tract 59, El Paso, CO",7320,740,3653,521,3667,409,5620,524,2820,401,2800,321,924,396,477,207,447,243,231,203,45,66,186,159,498,351,311,238,187,129,47,52,0,17,47,52
14000US08041006000,"Census Tract 60, El Paso, CO",7121,957,3949,678,3172,574,5268,972,2790,622,2478,523,1019,362,612,345,407,200,212,168,183,152,29,35,574,341,316,223,258,171,48,61,48,61,0,17
14000US08041006100,"Census Tract 61, El Paso, CO",4419,652,2213,353,2206,391,2363,587,1185,285,1178,346,1233,352,650,209,583,207,115,75,38,41,77,44,568,261,285,121,283,160,140,136,55,52,85,87
14000US08041006200,"Census Tract 62, El Paso, CO",5209,716,2748,412,2461,420,4103,706,2109,399,1994,407,747,253,405,151,342,131,100,80,63,66,37,30,203,95,124,69,79,54,56,68,47,63,9,15
14000US08041006301,"Census Tract 63.01, El Paso, CO",5094,610,2454,359,2640,395,4551,586,2163,350,2388,376,264,138,144,78,120,79,41,56,37,56,4,9,230,166,102,81,128,91,8,15,8,15,0,17
14000US08041006302,"Census Tract 63.02, El Paso, CO",6010,905,2863,538,3147,528,3829,750,1904,458,1925,435,1739,854,752,382,987,519,107,130,62,78,45,53,323,191,133,99,190,148,12,18,12,18,0,17
14000US08041006400,"Census Tract 64, El Paso, CO",7217,1171,3705,681,3512,604,6331,1199,3198,671,3133,622,449,258,192,117,257,178,139,170,95,122,44,54,235,144,157,122,78,61,63,70,63,70,0,17
14000US08041006501,"Census Tract 65.01, El Paso, CO",3791,766,1915,367,1876,499,3213,759,1586,349,1627,503,406,265,253,178,153,111,49,71,27,39,22,32,103,98,49,43,54,62,20,27,0,12,20,27
14000US08041006502,"Census Tract 65.02, El Paso, CO",7773,1029,3895,621,3878,585,6705,926,3241,601,3464,509,649,467,448,311,201,181,93,128,0,17,93,128,326,221,206,145,120,100,0,17,0,17,0,17
14000US08041006600,"Census Tract 66, El Paso, CO",2403,408,1288,371,1115,147,1849,200,857,111,992,133,384,367,316,358,68,58,96,92,65,62,31,39,74,55,50,49,24,18,0,12,0,12,0,12
14000US08041006801,"Census Tract 68.01, El Paso, CO",4121,518,1947,272,2174,365,3544,536,1626,282,1918,347,498,238,266,116,232,165,29,45,15,24,14,21,50,59,40,58,10,16,0,12,0,12,0,12
14000US08041006802,"Census Tract 68.02, El Paso, CO",3831,513,1930,313,1901,285,2903,383,1522,270,1381,164,408,218,216,130,192,121,51,53,20,22,31,34,469,390,172,112,297,285,0,12,0,12,0,12
14000US08041006901,"Census Tract 69.01, El Paso, CO",4793,483,2385,288,2408,260,4305,467,2187,298,2118,234,195,135,97,75,98,71,105,78,33,30,72,69,160,109,59,40,101,75,28,48,9,16,19,32
14000US08041006902,"Census Tract 69.02, El Paso, CO",5547,789,2625,382,2922,556,4148,454,2077,285,2071,273,708,489,259,240,449,446,140,76,54,31,86,70,545,382,235,167,310,226,6,11,0,17,6,11
14000US08041007000,"Census Tract 70, El Paso, CO",4513,633,2299,327,2214,343,3964,570,2043,282,1921,316,261,239,132,130,129,112,99,120,72,116,27,30,189,127,52,47,137,99,0,12,0,12,0,12
14000US08041007602,"Census Tract 76.02, El Paso, CO",3243,275,1660,211,1583,142,2796,319,1483,231,1313,146,318,169,115,64,203,109,82,74,38,34,44,47,47,64,24,29,23,37,0,12,0,12,0,12
14000US08041007700,"Census Tract 77, El Paso, CO",6203,1055,3297,716,2906,475,5043,1067,2755,688,2288,467,512,278,240,152,272,161,155,200,59,73,96,127,456,306,226,193,230,173,37,46,17,28,20,34
14000US08041007900,"Census Tract 79, El Paso, CO",2933,351,1338,218,1595,237,2700,352,1257,218,1443,226,149,93,51,49,98,62,25,38,0,12,25,38,50,48,30,28,20,22,9,14,0,12,9,14
14000US08041008000,"Census Tract 80, El Paso, CO",4474,551,2258,382,2216,273,3231,533,1766,366,1465,252,933,292,344,144,589,218,79,74,67,65,12,18,219,147,69,63,150,105,12,18,12,18,0,12
14000US08043978100,"Census Tract 9781, Fremont, CO",3626,500,1631,233,1995,338,3079,462,1398,221,1681,313,224,160,113,84,111,81,244,153,102,72,142,91,79,80,18,21,61,61,0,12,0,12,0,12
14000US08043978200,"Census Tract 9782, Fremont, CO",3615,189,1797,192,1818,197,3227,277,1599,220,1628,209,235,164,124,93,111,78,107,72,57,46,50,46,46,55,17,16,29,43,0,12,0,12,0,12
14000US08043978300,"Census Tract 9783, Fremont, CO",5602,577,2605,321,2997,403,4464,540,2117,301,2347,374,595,387,213,154,382,262,376,251,202,133,174,132,167,125,73,69,94,68,0,17,0,17,0,17
14000US08043978400,"Census Tract 9784, Fremont, CO",2462,317,1396,239,1066,150,1986,230,1061,161,925,139,362,254,270,218,92,58,53,48,36,34,17,19,61,48,29,25,32,29,0,12,0,12,0,12
14000US08043978500,"Census Tract 9785, Fremont, CO",5369,559,2292,272,3077,381,4943,585,2149,289,2794,391,142,87,26,28,116,79,49,49,28,31,21,20,235,187,89,77,146,116,0,17,0,17,0,17
14000US08043978600,"Census Tract 9786, Fremont, CO",3725,421,1719,241,2006,309,3311,472,1512,233,1799,337,196,154,99,94,97,78,100,87,54,57,46,53,118,83,54,47,64,58,0,12,0,12,0,12
14000US08043978800,"Census Tract 9788, Fremont, CO",2154,308,969,128,1185,231,1809,296,836,120,973,212,156,100,50,52,106,67,126,107,39,38,87,81,57,65,38,38,19,30,6,14,6,14,0,12
14000US08043979100,"Census Tract 9791, Fremont, CO",3215,336,1471,200,1744,209,2724,296,1315,179,1409,184,217,126,51,40,166,109,143,127,68,66,75,66,89,60,33,26,56,38,42,61,4,7,38,55
14000US08043979200,"Census Tract 9792, Fremont, CO",1700,250,944,169,756,121,1629,245,902,164,727,121,21,25,21,25,0,12,29,34,15,21,14,15,21,22,6,10,15,14,0,12,0,12,0,12
14000US08043979400,"Census Tract 9794, Fremont, CO",3047,394,1928,330,1119,132,2594,304,1552,230,1042,132,188,119,150,111,38,26,55,71,45,70,10,10,199,104,170,95,29,22,11,13,11,13,0,12
14000US08043980100,"Census Tract 9801, Fremont, CO",274,123,274,123,0,12,274,123,274,123,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08043980200,"Census Tract 9802, Fremont, CO",3067,798,3041,798,26,52,2348,723,2322,732,26,52,292,186,292,186,0,12,184,173,184,173,0,12,163,131,163,131,0,12,80,117,80,117,0,12
14000US08043980300,"Census Tract 9803, Fremont, CO",5778,572,5636,566,142,116,5753,575,5636,566,117,131,12,25,0,17,12,25,13,25,0,17,13,25,0,17,0,17,0,17,0,17,0,17,0,17
14000US08045951600,"Census Tract 9516, Garfield, CO",3973,591,1627,301,2346,408,3669,591,1571,311,2098,387,232,200,46,43,186,174,23,38,0,12,23,38,20,32,10,16,10,16,29,42,0,12,29,42
14000US08045951701,"Census Tract 9517.01, Garfield, CO",4732,529,2543,321,2189,301,4105,564,2210,332,1895,319,177,133,111,81,66,62,237,157,127,83,110,90,213,182,95,84,118,110,0,12,0,12,0,12
14000US08045951702,"Census Tract 9517.02, Garfield, CO",3053,376,1648,296,1405,219,2489,325,1383,266,1106,197,322,163,188,124,134,87,163,93,63,35,100,71,79,61,14,20,65,57,0,12,0,12,0,12
14000US08045951802,"Census Tract 9518.02, Garfield, CO",4349,636,1958,367,2391,402,4131,637,1808,349,2323,414,134,117,95,89,39,41,52,66,31,37,21,32,17,20,17,20,0,12,15,24,7,11,8,13
14000US08045951803,"Census Tract 9518.03, Garfield, CO",5703,407,3054,407,2649,344,4689,452,2461,394,2228,333,426,275,228,170,198,120,218,127,157,98,61,57,245,190,83,81,162,142,125,137,125,137,0,17
14000US08045951804,"Census Tract 9518.04, Garfield, CO",4707,604,2354,408,2353,318,3817,409,1843,257,1974,273,467,403,322,313,145,119,330,176,126,95,204,113,80,63,50,43,30,27,13,25,13,25,0,12
14000US08045951901,"Census Tract 9519.01, Garfield, CO",5122,531,2559,383,2563,299,4527,556,2280,379,2247,316,400,174,171,98,229,107,74,44,49,38,25,22,115,112,59,52,56,66,6,10,0,17,6,10
14000US08045951902,"Census Tract 9519.02, Garfield, CO",6764,389,3462,355,3302,257,5568,492,2689,370,2879,257,709,321,409,187,300,182,287,221,225,145,62,98,116,102,108,103,8,15,84,91,31,50,53,53
14000US08045952001,"Census Tract 9520.01, Garfield, CO",5113,559,2402,301,2711,380,4547,612,2205,300,2342,408,534,318,190,124,344,272,22,36,7,12,15,25,0,17,0,17,0,17,10,23,0,17,10,23
14000US08045952100,"Census Tract 9521, Garfield, CO",6968,785,3906,530,3062,412,5588,618,3143,422,2445,350,655,273,351,160,304,147,478,256,265,157,213,119,247,215,147,124,100,94,0,17,0,17,0,17
14000US08049000100,"Census Tract 1, Grand, CO",3521,496,1927,345,1594,281,3133,465,1741,336,1392,262,197,138,115,107,82,88,95,96,38,40,57,67,96,89,33,37,63,58,0,12,0,12,0,12
14000US08051963800,"Census Tract 9638, Gunnison, CO",4645,477,2576,291,2069,256,3952,480,2230,285,1722,266,380,188,200,100,180,102,136,91,55,48,81,62,78,70,41,38,37,37,99,119,50,60,49,61
14000US08051963900,"Census Tract 9639, Gunnison, CO",1110,228,628,175,482,102,864,202,500,159,364,91,103,103,69,66,34,40,84,42,26,16,58,34,59,34,33,22,26,23,0,12,0,12,0,12
14000US08053973100,"Census Tract 9731, Hinsdale, CO",772,138,319,64,453,99,697,130,291,60,406,95,6,9,3,5,3,5,35,25,12,10,23,18,34,27,13,11,21,20,0,12,0,12,0,12
14000US08055960600,"Census Tract 9606, Huerfano, CO",3146,120,1641,147,1505,132,2831,185,1465,186,1366,131,202,121,105,97,97,86,87,111,64,92,23,29,26,33,7,10,19,33,0,12,0,12,0,12
14000US08057955600,"Census Tract 9556, Jackson, CO",1316,164,678,113,638,105,1086,185,573,109,513,111,179,118,76,49,103,81,48,40,27,23,21,18,3,5,2,3,1,2,0,12,0,12,0,12
14000US08059009806,"Census Tract 98.06, Jefferson, CO",4121,433,1897,226,2224,260,3588,393,1668,213,1920,233,140,85,62,64,78,50,68,51,25,29,43,38,292,134,133,64,159,81,33,36,9,13,24,30
14000US08059009807,"Census Tract 98.07, Jefferson, CO",1865,336,922,146,943,274,1526,284,701,90,825,268,96,69,62,54,34,28,222,174,146,124,76,53,21,20,13,14,8,11,0,12,0,12,0,12
14000US08059009815,"Census Tract 98.15, Jefferson, CO",5362,519,2743,301,2619,278,4665,513,2337,278,2328,288,403,233,218,136,185,110,228,125,177,110,51,37,45,47,11,23,34,32,21,25,0,17,21,25
14000US08059009823,"Census Tract 98.23, Jefferson, CO",4776,442,2486,384,2290,215,4044,385,2018,257,2026,207,422,289,275,278,147,106,247,149,161,115,86,67,63,50,32,29,31,28,0,12,0,12,0,12
14000US08059009824,"Census Tract 98.24, Jefferson, CO",4670,584,2272,269,2398,451,4227,599,2011,265,2216,456,215,171,139,94,76,87,165,88,86,48,79,58,63,50,36,37,27,25,0,12,0,12,0,12
14000US08059009827,"Census Tract 98.27, Jefferson, CO",6092,671,2953,363,3139,465,5060,642,2568,380,2492,369,262,150,46,44,216,121,412,339,98,68,314,323,358,332,241,205,117,150,0,17,0,17,0,17
14000US08059009828,"Census Tract 98.28, Jefferson, CO",5791,629,3110,438,2681,356,5281,658,2850,442,2431,355,50,50,9,22,41,40,272,233,106,95,166,143,188,195,145,160,43,59,0,17,0,17,0,17
14000US08059009829,"Census Tract 98.29, Jefferson, CO",1913,240,989,126,924,149,1798,242,933,130,865,146,14,21,14,21,0,12,101,53,42,26,59,32,0,12,0,12,0,12,0,12,0,12,0,12
14000US08059009830,"Census Tract 98.30, Jefferson, CO",2303,260,1106,134,1197,183,2035,263,982,129,1053,198,122,82,45,42,77,59,60,40,47,31,13,15,86,66,32,36,54,54,0,12,0,12,0,12
14000US08059009831,"Census Tract 98.31, Jefferson, CO",2537,366,1263,223,1274,246,1361,257,705,132,656,184,272,151,128,89,144,110,600,276,300,157,300,146,304,185,130,89,174,114,0,12,0,12,0,12
14000US08059009832,"Census Tract 98.32, Jefferson, CO",2396,226,1361,164,1035,108,2012,194,1104,116,908,114,165,85,89,66,76,38,165,86,114,74,51,30,54,51,54,51,0,12,0,12,0,12,0,12
14000US08059009833,"Census Tract 98.33, Jefferson, CO",5527,697,2579,491,2948,358,4900,591,2174,386,2726,336,82,65,57,56,25,29,439,389,311,277,128,120,106,122,37,40,69,86,0,17,0,17,0,17
14000US08059009834,"Census Tract 98.34, Jefferson, CO",4334,441,2215,287,2119,275,3412,377,1712,234,1700,221,434,276,209,113,225,193,302,138,191,97,111,61,186,119,103,92,83,67,0,12,0,12,0,12
14000US08059009835,"Census Tract 98.35, Jefferson, CO",3671,430,1759,218,1912,257,3338,425,1579,213,1759,258,144,186,85,123,59,66,149,93,74,49,75,51,29,27,10,15,19,22,11,17,11,17,0,12
14000US08059009836,"Census Tract 98.36, Jefferson, CO",4054,480,2026,337,2028,260,3777,463,1840,312,1937,257,122,87,65,52,57,43,136,119,102,92,34,46,19,22,19,22,0,12,0,12,0,12,0,12
14000US08059009837,"Census Tract 98.37, Jefferson, CO",7574,946,3711,538,3863,514,6050,992,2905,530,3145,532,806,317,430,170,376,176,285,205,141,128,144,92,398,245,235,144,163,114,35,46,0,17,35,46
14000US08059009838,"Census Tract 98.38, Jefferson, CO",4721,340,2268,259,2453,208,4307,354,2037,244,2270,221,146,103,85,68,61,39,131,100,83,62,48,40,98,80,54,45,44,39,39,58,9,14,30,44
14000US08059009839,"Census Tract 98.39, Jefferson, CO",2278,264,1269,160,1009,139,2152,279,1207,168,945,143,74,52,33,26,41,30,16,18,10,11,6,9,36,27,19,20,17,17,0,12,0,12,0,12
14000US08059009840,"Census Tract 98.40, Jefferson, CO",3318,345,1504,217,1814,192,2918,336,1287,194,1631,193,218,133,122,95,96,50,143,83,85,54,58,43,39,38,10,16,29,27,0,12,0,12,0,12
14000US08059009841,"Census Tract 98.41, Jefferson, CO",1952,170,1045,98,907,116,1669,214,884,123,785,119,152,109,71,55,81,59,106,78,82,65,24,28,23,24,6,9,17,17,2,7,2,7,0,12
14000US08059009842,"Census Tract 98.42, Jefferson, CO",3198,351,1573,169,1625,272,3065,340,1497,146,1568,269,39,40,18,25,21,25,39,38,39,38,0,12,46,62,15,18,31,46,9,16,4,8,5,9
14000US08059009845,"Census Tract 98.45, Jefferson, CO",4394,621,2168,348,2226,339,3846,594,1985,346,1861,300,194,112,87,65,107,73,295,229,73,50,222,184,52,42,16,18,36,29,7,12,7,12,0,12
14000US08059009846,"Census Tract 98.46, Jefferson, CO",4846,494,2412,311,2434,261,4213,503,2039,306,2174,266,404,196,243,126,161,81,159,104,99,78,60,31,70,56,31,36,39,30,0,12,0,12,0,12
14000US08059009847,"Census Tract 98.47, Jefferson, CO",3562,484,1685,263,1877,353,3158,459,1496,216,1662,361,195,175,115,89,80,91,130,92,51,55,79,59,79,63,23,34,56,52,0,12,0,12,0,12
14000US08059009848,"Census Tract 98.48, Jefferson, CO",2565,264,1285,151,1280,171,2326,242,1192,148,1134,150,86,67,34,27,52,47,49,42,25,32,24,28,94,49,29,26,65,36,10,16,5,8,5,9
14000US08059009850,"Census Tract 98.50, Jefferson, CO",2328,284,1148,208,1180,142,2014,288,970,189,1044,157,126,108,64,69,62,49,56,58,56,58,0,12,132,86,58,44,74,47,0,12,0,12,0,12
14000US08059009851,"Census Tract 98.51, Jefferson, CO",4240,606,1977,353,2263,310,3931,589,1841,348,2090,297,173,121,67,55,106,70,96,65,55,47,41,42,40,51,14,23,26,31,0,12,0,12,0,12
14000US08059009852,"Census Tract 98.52, Jefferson, CO",4503,650,2310,346,2193,354,4113,653,2097,334,2016,354,142,89,63,52,79,53,223,105,150,93,73,41,25,23,0,12,25,23,0,12,0,12,0,12
14000US08059010100,"Census Tract 101, Jefferson, CO",5738,1017,2726,464,3012,763,4916,1054,2255,449,2661,783,346,137,217,122,129,75,208,130,166,125,42,51,268,162,88,67,180,112,0,17,0,17,0,17
