geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US08041003307,"Census Tract 33.07, El Paso, CO",3507,481,2991,450,2588,440,64,41,0,12,110,61,14,25,4,7,211,140,38,61,173,124,516,216,373,199,0,12,0,12,0,12,0,12,26,34,117,104,93,96,24,38
14000US08041003308,"Census Tract 33.08, El Paso, CO",5706,588,4790,542,3339,608,536,307,39,63,355,249,23,39,59,88,439,238,79,124,360,217,916,411,606,339,63,74,0,17,0,17,0,17,117,94,130,118,56,88,74,88
14000US08041003702,"Census Tract 37.02, El Paso, CO",4742,361,4436,365,4231,372,30,40,0,12,76,75,0,12,54,58,45,38,0,12,45,38,306,131,204,87,0,12,0,12,0,12,0,12,58,74,44,43,44,43,0,12
14000US08041003705,"Census Tract 37.05, El Paso, CO",6926,1080,6123,965,5016,633,40,54,79,113,94,75,0,17,10,17,884,811,540,787,344,287,803,539,338,91,0,17,0,17,0,17,0,17,39,63,426,535,426,535,0,17
14000US08041003706,"Census Tract 37.06, El Paso, CO",4777,502,4419,504,4028,471,264,246,0,12,49,44,0,12,0,12,78,73,9,15,69,71,358,128,309,122,0,12,8,13,0,12,0,12,10,11,31,40,0,12,31,40
14000US08041003707,"Census Tract 37.07, El Paso, CO",2844,205,2633,228,2245,248,257,192,5,8,49,65,0,12,0,12,77,55,9,14,68,57,211,124,118,69,0,12,0,12,0,12,0,12,23,26,70,64,70,64,0,12
14000US08041003708,"Census Tract 37.08, El Paso, CO",2961,320,2600,324,2115,300,78,103,0,12,296,179,0,12,0,12,111,95,0,12,111,95,361,182,169,122,0,12,67,96,8,12,0,12,42,63,75,64,61,52,14,24
14000US08041003801,"Census Tract 38.01, El Paso, CO",2201,438,2037,439,1539,428,98,58,3,5,174,117,0,12,0,12,223,117,0,12,223,117,164,98,151,92,0,12,1,2,0,12,0,12,0,12,12,22,6,11,6,19
14000US08041003802,"Census Tract 38.02, El Paso, CO",4167,410,3744,385,3114,347,380,112,60,53,112,53,69,54,0,12,9,20,0,12,9,20,423,165,346,135,0,12,0,12,0,12,0,12,30,37,47,98,47,98,0,12
14000US08041003905,"Census Tract 39.05, El Paso, CO",4206,491,3686,453,3433,369,37,34,15,21,83,86,0,12,0,12,118,114,0,12,118,114,520,189,297,164,0,12,0,12,0,12,0,12,121,113,102,89,71,82,31,35
14000US08041003906,"Census Tract 39.06, El Paso, CO",5957,679,5385,643,4735,660,75,115,0,17,127,115,15,24,18,28,415,392,25,40,390,389,572,293,289,186,0,17,14,22,38,43,0,17,147,191,84,98,84,98,0,17
14000US08041004008,"Census Tract 40.08, El Paso, CO",3001,405,2720,363,1629,262,708,336,43,58,193,165,39,52,0,12,108,57,0,12,108,57,281,144,243,134,0,12,0,12,18,33,0,12,5,9,15,24,8,17,7,10
14000US08041004009,"Census Tract 40.09, El Paso, CO",1761,272,1133,244,498,137,369,204,17,26,47,48,28,35,0,12,174,82,0,12,174,82,628,164,354,149,27,42,6,9,0,12,0,12,115,73,126,93,75,85,51,52
14000US08041004100,"Census Tract 41, El Paso, CO",4950,956,3752,339,3157,389,62,64,0,12,80,88,46,51,10,16,397,209,0,12,397,209,1198,945,413,198,0,12,23,26,0,12,11,17,113,87,638,925,618,923,20,35
14000US08041004200,"Census Tract 42, El Paso, CO",3755,496,2991,422,2603,382,84,51,37,42,54,40,15,26,0,12,198,154,0,12,198,154,764,200,524,196,15,24,6,11,0,12,0,12,121,77,98,54,39,35,59,39
14000US08041004300,"Census Tract 43, El Paso, CO",6827,860,5027,782,4168,692,532,224,0,17,109,92,0,17,0,17,218,153,0,17,218,153,1800,539,1557,543,73,115,0,17,0,17,0,17,106,92,64,86,44,67,20,30
14000US08041004402,"Census Tract 44.02, El Paso, CO",6045,624,4658,491,3167,318,745,196,76,67,259,98,43,55,0,17,368,116,0,17,368,116,1387,252,779,168,22,35,0,17,0,17,0,17,37,42,549,256,458,243,91,53
14000US08041004403,"Census Tract 44.03, El Paso, CO",1410,333,1160,316,754,227,219,168,0,12,93,105,16,26,0,12,78,68,0,12,78,68,250,136,136,118,24,38,0,12,0,12,0,12,10,15,80,79,76,78,4,9
14000US08041004501,"Census Tract 45.01, El Paso, CO",4716,497,2515,271,1896,281,206,111,5,12,58,53,0,12,34,37,316,144,16,28,300,136,2201,530,1681,560,12,18,55,77,15,23,0,12,202,181,236,208,184,199,52,47
14000US08041004502,"Census Tract 45.02, El Paso, CO",6521,670,5688,668,4256,616,508,197,0,17,412,129,36,54,158,155,318,194,38,43,280,190,833,288,537,242,24,30,79,127,0,17,0,17,96,70,97,77,46,54,51,48
14000US08041004506,"Census Tract 45.06, El Paso, CO",6566,1167,4492,710,3427,689,411,242,9,16,36,37,121,119,0,17,488,312,0,17,488,312,2074,874,838,278,0,17,10,18,0,17,0,17,982,843,244,175,92,85,152,156
14000US08041004507,"Census Tract 45.07, El Paso, CO",2997,462,2325,425,1552,374,437,249,75,79,65,57,6,10,0,12,190,125,0,12,190,125,672,382,467,383,92,131,0,12,0,12,0,12,58,57,55,51,21,25,34,40
14000US08041004601,"Census Tract 46.01, El Paso, CO",4297,627,4095,624,3878,604,32,28,34,37,60,106,0,12,0,12,91,58,23,37,68,44,202,106,159,99,0,12,7,10,0,12,0,12,36,30,0,12,0,12,0,12
14000US08041004602,"Census Tract 46.02, El Paso, CO",5039,859,4467,814,4222,813,31,39,4,5,18,18,0,17,0,17,192,111,0,17,192,111,572,288,470,275,7,10,0,17,12,13,5,7,3,4,75,56,52,48,23,20
14000US08041004603,"Census Tract 46.03, El Paso, CO",8514,1326,6346,752,5125,715,505,442,10,16,259,199,0,17,0,17,447,199,0,17,447,199,2168,1007,1795,788,0,17,18,28,0,17,0,17,261,264,94,148,94,148,0,17
14000US08041004701,"Census Tract 47.01, El Paso, CO",4935,533,4472,553,3793,525,422,215,60,67,91,59,0,12,0,12,106,59,0,12,106,59,463,240,302,187,34,31,4,6,0,12,0,12,115,139,8,12,7,12,1,3
14000US08041004702,"Census Tract 47.02, El Paso, CO",2128,334,1899,327,1728,311,82,85,27,31,7,12,0,12,0,12,55,38,14,23,41,33,229,132,172,110,0,12,0,12,0,12,0,12,15,24,42,44,42,44,0,12
14000US08041004703,"Census Tract 47.03, El Paso, CO",5631,513,5060,506,4642,491,109,119,46,54,49,59,27,46,0,17,187,145,0,17,187,145,571,217,185,123,94,107,0,17,0,17,0,17,125,102,167,126,154,127,13,21
14000US08041004706,"Census Tract 47.06, El Paso, CO",5932,640,5122,605,4416,640,273,160,0,17,129,96,0,17,0,17,304,163,13,41,291,161,810,346,324,142,17,23,30,40,0,17,0,17,122,117,317,320,274,320,43,66
14000US08041004800,"Census Tract 48, El Paso, CO",4907,635,3816,605,3256,580,399,208,4,9,53,40,0,12,0,12,104,83,0,12,104,83,1091,384,790,260,0,12,2,6,0,12,0,12,215,302,84,77,38,42,46,66
14000US08041004901,"Census Tract 49.01, El Paso, CO",3655,420,3014,400,2435,413,342,221,16,25,12,22,0,12,0,12,209,145,63,96,146,121,641,306,254,153,45,50,3,5,0,12,0,12,285,263,54,64,9,15,45,62
14000US08041004902,"Census Tract 49.02, El Paso, CO",5232,666,4656,695,3967,704,229,232,17,25,226,182,23,41,0,17,194,131,0,17,194,131,576,222,290,134,0,17,0,17,0,17,0,17,235,254,51,57,0,17,51,57
14000US08041005000,"Census Tract 50, El Paso, CO",5573,779,3915,611,3202,597,416,164,0,17,61,67,0,17,9,15,227,140,3,5,224,140,1658,620,560,319,63,50,0,17,0,17,0,17,716,505,319,269,260,255,59,91
14000US08041005110,"Census Tract 51.10, El Paso, CO",4137,499,2968,361,2389,356,230,145,38,31,107,66,0,12,0,12,204,112,0,12,204,112,1169,387,875,391,51,46,0,12,0,12,0,12,243,175,0,12,0,12,0,12
14000US08041005201,"Census Tract 52.01, El Paso, CO",4448,712,2401,514,1528,428,607,189,4,9,95,81,0,12,0,12,167,152,0,12,167,152,2047,509,854,298,12,20,0,12,0,12,0,12,1081,570,100,116,100,116,0,12
14000US08041005202,"Census Tract 52.02, El Paso, CO",3277,635,2524,674,1511,317,735,585,0,12,61,73,14,24,0,12,203,182,0,12,203,182,753,280,259,159,0,12,0,12,0,12,21,34,255,184,218,205,176,202,42,58
14000US08041005300,"Census Tract 53, El Paso, CO",4842,773,3033,469,2063,414,652,143,2,6,69,70,0,12,0,12,247,161,42,59,205,144,1809,700,693,428,87,103,33,46,0,12,0,12,890,497,106,114,106,114,0,12
14000US08041005400,"Census Tract 54, El Paso, CO",6023,1059,3348,631,2109,379,798,294,7,12,69,70,0,17,25,42,340,273,123,209,217,184,2675,893,420,285,201,191,0,17,0,17,0,17,1180,588,874,603,741,576,133,164
14000US08041005501,"Census Tract 55.01, El Paso, CO",6717,917,5751,929,5056,919,193,116,0,17,296,188,0,17,0,17,206,141,30,48,176,131,966,233,501,205,0,17,15,28,0,17,53,68,239,173,158,95,19,24,139,95
14000US08041005502,"Census Tract 55.02, El Paso, CO",4713,973,3690,775,3223,754,187,145,0,12,61,77,0,12,0,12,219,114,0,12,219,114,1023,519,686,344,0,12,0,12,0,12,0,12,11,18,326,337,266,331,60,88
14000US08041005601,"Census Tract 56.01, El Paso, CO",3782,599,3118,604,2677,598,262,185,25,37,7,12,0,12,0,12,147,93,0,12,147,93,664,157,357,309,0,12,57,77,0,12,0,12,0,12,250,266,19,25,231,252
14000US08041005602,"Census Tract 56.02, El Paso, CO",3295,437,2676,438,2265,391,236,180,0,12,49,45,0,12,0,12,126,89,0,12,126,89,619,167,362,158,0,12,59,79,0,12,0,12,111,62,87,72,87,72,0,12
14000US08041005700,"Census Tract 57, El Paso, CO",6277,745,5479,767,4019,599,871,405,0,17,402,399,0,17,29,45,158,104,0,17,158,104,798,228,525,240,0,17,31,37,14,23,0,17,93,84,135,101,87,91,48,54
14000US08041005800,"Census Tract 58, El Paso, CO",3156,413,2900,394,2530,430,134,116,0,12,124,86,0,12,12,18,100,75,0,12,100,75,256,128,179,113,0,12,32,53,0,12,9,14,36,36,0,12,0,12,0,12
14000US08041005900,"Census Tract 59, El Paso, CO",7371,739,6231,781,5066,764,538,123,0,17,151,145,0,17,0,17,476,308,141,227,335,205,1140,492,819,437,0,17,0,17,0,17,0,17,107,113,214,223,150,196,64,76
14000US08041006000,"Census Tract 60, El Paso, CO",7236,966,5146,978,4022,854,935,523,13,20,132,116,0,17,0,17,44,51,0,17,44,51,2090,688,731,491,126,93,143,237,0,17,0,17,543,292,547,403,330,351,217,200
14000US08041006100,"Census Tract 61, El Paso, CO",4473,659,2679,536,2079,520,432,143,0,12,0,12,0,12,0,12,168,134,0,12,168,134,1794,468,677,245,0,12,137,197,0,12,0,12,556,250,424,364,356,360,68,82
14000US08041006200,"Census Tract 62, El Paso, CO",5272,724,2831,448,1983,292,447,147,51,55,65,76,23,38,1,3,261,212,0,17,261,212,2441,645,1245,519,0,17,0,17,24,27,0,17,697,321,475,349,405,342,70,96
14000US08041006301,"Census Tract 63.01, El Paso, CO",5154,611,3265,382,1940,340,470,173,30,38,209,118,44,79,67,90,505,194,147,145,358,169,1889,418,697,206,82,106,95,148,0,17,0,17,724,393,291,183,206,162,85,94
14000US08041006302,"Census Tract 63.02, El Paso, CO",6145,932,4347,623,2445,533,1307,428,0,17,196,168,166,141,0,17,233,214,0,17,233,214,1798,826,598,419,137,183,25,45,0,17,0,17,490,438,548,542,330,385,218,308
14000US08041006400,"Census Tract 64, El Paso, CO",7306,1180,5037,1106,3424,1042,1038,471,0,17,135,128,0,17,33,55,407,183,0,17,407,183,2269,615,512,314,33,47,67,109,0,17,0,17,1575,632,82,66,71,64,11,19
14000US08041006501,"Census Tract 65.01, El Paso, CO",3849,769,1939,365,1074,274,506,259,31,27,132,89,41,43,8,15,147,99,0,12,147,99,1910,627,761,378,5,10,27,39,0,12,0,12,780,419,337,510,337,510,0,12
14000US08041006502,"Census Tract 65.02, El Paso, CO",7846,1032,5175,761,2839,552,1317,522,0,17,597,523,0,17,29,49,393,247,0,17,393,247,2671,962,1420,652,25,37,0,17,0,17,0,17,734,592,492,472,283,258,209,300
14000US08041006600,"Census Tract 66, El Paso, CO",2470,425,2277,412,2159,410,27,29,0,12,56,56,0,12,4,7,31,26,6,9,25,25,193,162,135,148,0,12,0,12,0,12,0,12,0,12,58,65,58,65,0,12
14000US08041006801,"Census Tract 68.01, El Paso, CO",4149,520,3644,542,3514,543,18,30,0,12,80,59,0,12,0,12,32,38,0,12,32,38,505,160,394,141,0,12,0,12,0,12,0,12,40,58,71,70,11,18,60,68
14000US08041006802,"Census Tract 68.02, El Paso, CO",3848,515,3636,522,3087,480,167,151,0,12,119,88,5,11,0,12,258,133,0,12,258,133,212,101,171,92,0,12,0,12,0,12,0,12,25,33,16,18,16,18,0,12
14000US08041006901,"Census Tract 69.01, El Paso, CO",4833,481,4236,474,3741,506,108,78,0,12,193,115,0,12,0,12,194,112,0,12,194,112,597,234,412,150,10,14,0,12,0,12,0,12,9,16,166,192,166,192,0,12
14000US08041006902,"Census Tract 69.02, El Paso, CO",5674,850,4872,785,3996,519,499,653,54,61,118,69,0,17,33,46,172,98,0,17,172,98,802,275,590,224,0,17,0,17,0,17,0,17,21,24,191,185,174,184,17,29
14000US08041007000,"Census Tract 70, El Paso, CO",4550,642,4216,618,3769,566,81,91,5,10,285,157,9,18,0,12,67,55,0,12,67,55,334,167,254,160,0,12,11,17,0,12,0,12,24,32,45,61,7,13,38,60
14000US08041007602,"Census Tract 76.02, El Paso, CO",3281,283,2965,280,2854,282,13,21,0,12,40,40,0,12,0,12,58,62,0,12,58,62,316,164,294,156,0,12,8,15,0,12,0,12,14,22,0,12,0,12,0,12
14000US08041007700,"Census Tract 77, El Paso, CO",6203,1055,5557,1020,4681,1066,458,264,45,78,223,162,37,68,0,17,113,97,0,17,113,97,646,420,285,211,0,17,0,17,0,17,0,17,273,280,88,139,88,139,0,17
14000US08041007900,"Census Tract 79, El Paso, CO",2933,351,2792,355,2583,381,18,31,17,21,120,83,0,12,0,12,54,53,0,12,54,53,141,69,98,61,15,18,8,13,8,13,11,17,0,12,1,3,0,12,1,3
14000US08041008000,"Census Tract 80, El Paso, CO",4534,557,3890,521,3378,516,156,109,56,51,57,59,10,23,113,130,120,82,0,12,120,82,644,188,339,174,48,75,110,131,9,15,0,12,35,36,103,95,0,12,103,95
14000US08043978100,"Census Tract 9781, Fremont, CO",3685,505,3433,503,3413,505,0,12,0,12,0,12,0,12,15,25,5,10,0,12,5,10,252,123,193,106,0,12,2,5,13,21,0,12,6,13,38,32,18,17,20,26
14000US08043978200,"Census Tract 9782, Fremont, CO",3634,193,3142,259,3072,258,7,19,5,10,36,42,0,12,0,12,22,26,10,18,12,17,492,212,430,211,0,12,20,27,0,12,0,12,28,34,14,19,12,17,2,6
14000US08043978300,"Census Tract 9783, Fremont, CO",5682,600,5512,592,5364,619,26,17,20,24,29,47,0,17,0,17,73,145,0,17,73,145,170,112,79,77,0,17,0,17,0,17,0,17,25,26,66,64,61,64,5,9
14000US08043978400,"Census Tract 9784, Fremont, CO",2476,320,2194,288,2077,266,50,50,23,33,8,12,4,11,0,12,32,31,0,12,32,31,282,119,199,108,0,12,37,72,0,12,0,12,29,38,17,30,0,12,17,30
14000US08043978500,"Census Tract 9785, Fremont, CO",5543,588,4905,629,4805,621,53,66,0,17,0,17,0,17,0,17,47,67,0,17,47,67,638,273,442,227,24,34,2,27,0,17,0,17,150,162,20,35,0,17,20,35
14000US08043978600,"Census Tract 9786, Fremont, CO",3761,424,3072,457,3030,470,36,56,0,12,0,12,0,12,0,12,6,15,0,12,6,15,689,312,650,314,0,12,0,12,0,12,0,12,18,25,21,43,21,43,0,12
14000US08043978800,"Census Tract 9788, Fremont, CO",2159,309,1948,249,1906,249,16,24,12,17,0,12,0,12,0,12,14,30,0,12,14,30,211,172,180,159,0,12,0,12,0,12,0,12,8,14,23,28,11,18,12,29
14000US08043979100,"Census Tract 9791, Fremont, CO",3230,336,3045,329,3035,324,1,4,4,9,0,12,0,12,0,12,5,8,0,12,5,8,185,108,123,80,0,12,6,15,0,12,0,12,6,9,50,65,41,57,9,23
14000US08043979200,"Census Tract 9792, Fremont, CO",1703,250,1643,243,1516,214,0,12,0,12,85,77,0,12,0,12,42,49,0,12,42,49,60,56,48,53,0,12,0,12,0,12,0,12,10,14,2,6,2,6,0,12
14000US08043979400,"Census Tract 9794, Fremont, CO",3060,395,2626,299,2454,260,73,45,13,18,17,24,0,12,0,12,69,71,19,32,50,67,434,165,325,150,15,29,33,47,0,12,0,12,51,55,10,11,8,10,2,5
14000US08043980100,"Census Tract 9801, Fremont, CO",274,123,206,94,165,86,31,30,0,12,10,19,0,12,0,12,0,12,0,12,0,12,68,44,68,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08043980200,"Census Tract 9802, Fremont, CO",3067,798,2233,621,944,301,804,359,272,104,56,78,0,12,0,12,157,105,26,52,131,105,834,261,561,280,26,52,0,12,0,12,0,12,139,123,108,96,108,96,0,12
14000US08043980300,"Census Tract 9803, Fremont, CO",5778,572,3946,457,2640,353,1114,178,92,51,68,46,0,17,0,17,32,34,0,17,32,34,1832,295,1748,289,0,17,16,19,0,17,0,17,0,17,68,53,68,53,0,17
14000US08045951600,"Census Tract 9516, Garfield, CO",3973,591,2347,462,2228,462,88,114,0,12,0,12,0,12,0,12,31,53,0,12,31,53,1626,386,677,302,0,12,0,12,0,12,0,12,865,371,84,137,84,137,0,12
14000US08045951701,"Census Tract 9517.01, Garfield, CO",4763,532,3579,507,3326,496,21,26,0,12,173,136,0,12,0,12,59,62,7,13,52,61,1184,422,596,280,0,12,0,12,0,12,0,12,343,298,245,227,245,227,0,12
14000US08045951702,"Census Tract 9517.02, Garfield, CO",3053,376,2549,337,2421,320,20,20,0,12,33,39,0,12,0,12,75,81,41,65,34,47,504,175,286,143,0,12,0,12,0,12,0,12,191,144,27,42,27,42,0,12
14000US08045951802,"Census Tract 9518.02, Garfield, CO",4362,640,3457,491,3216,444,0,12,0,12,109,80,0,12,0,12,132,99,0,12,132,99,905,519,865,532,0,12,0,12,0,12,8,12,20,33,12,18,0,12,12,18
14000US08045951803,"Census Tract 9518.03, Garfield, CO",5778,395,3920,457,3714,451,74,95,18,29,10,24,27,48,0,17,77,82,0,17,77,82,1858,433,798,589,0,17,0,17,0,17,0,17,1044,600,16,33,16,33,0,17
14000US08045951804,"Census Tract 9518.04, Garfield, CO",4824,667,3395,484,3342,484,4,12,1,2,24,25,0,12,0,12,24,33,0,12,24,33,1429,599,764,521,0,12,47,74,0,12,0,12,418,276,200,145,154,138,46,52
14000US08045951901,"Census Tract 9519.01, Garfield, CO",5141,534,4035,534,3863,498,15,20,0,17,8,13,0,17,0,17,149,117,60,80,89,96,1106,245,651,229,0,17,7,11,0,17,0,17,232,169,216,151,207,153,9,14
14000US08045951902,"Census Tract 9519.02, Garfield, CO",6797,393,5276,364,5135,350,2,5,18,31,40,56,0,17,0,17,81,96,58,91,23,28,1521,304,849,318,0,17,0,17,0,17,0,17,279,331,393,229,365,235,28,37
14000US08045952001,"Census Tract 9520.01, Garfield, CO",5142,561,2712,473,2583,469,13,23,34,41,0,17,14,24,4,8,64,85,0,17,64,85,2430,542,1614,480,0,17,0,17,0,17,0,17,702,464,114,130,114,130,0,17
14000US08045952100,"Census Tract 9521, Garfield, CO",7012,787,5416,553,5103,554,40,55,67,80,41,41,6,15,0,17,159,111,0,17,159,111,1596,612,529,318,0,17,69,108,0,17,0,17,991,589,7,15,7,15,0,17
14000US08049000100,"Census Tract 1, Grand, CO",3540,500,2860,471,2773,448,0,12,0,12,0,12,0,12,31,65,56,88,56,88,0,12,680,173,484,160,0,12,0,12,0,12,0,12,19,22,177,139,177,139,0,12
14000US08051963800,"Census Tract 9638, Gunnison, CO",4667,471,4530,480,4339,438,2,4,1,3,55,60,0,12,23,38,110,124,0,12,110,124,137,192,134,192,0,12,3,7,0,12,0,12,0,12,0,12,0,12,0,12
14000US08051963900,"Census Tract 9639, Gunnison, CO",1110,228,1057,225,943,184,10,14,91,122,10,12,0,12,0,12,3,5,3,5,0,12,53,47,27,31,14,25,1,2,0,12,0,12,11,14,0,12,0,12,0,12
14000US08053973100,"Census Tract 9731, Hinsdale, CO",781,141,706,123,675,120,13,21,13,15,3,5,0,12,0,12,2,4,0,12,2,4,75,56,45,38,0,12,8,10,0,12,0,12,14,21,8,17,8,17,0,12
14000US08055960600,"Census Tract 9606, Huerfano, CO",3168,119,1576,179,1376,200,0,12,114,90,2,5,0,12,13,24,71,53,0,12,71,53,1592,168,1491,184,0,12,28,28,0,12,0,12,17,23,56,75,56,75,0,12
14000US08057955600,"Census Tract 9556, Jackson, CO",1316,164,1171,173,1152,166,8,14,0,12,0,12,0,12,0,12,11,15,9,14,2,5,145,101,145,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08059009806,"Census Tract 98.06, Jefferson, CO",4145,439,3775,397,3654,381,28,43,4,5,60,54,0,12,0,12,29,28,0,12,29,28,370,176,196,130,0,12,40,64,0,12,0,12,28,35,106,92,106,92,0,12
14000US08059009807,"Census Tract 98.07, Jefferson, CO",1869,336,1740,331,1608,340,41,42,5,7,72,54,0,12,0,12,14,23,0,12,14,23,129,73,129,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08059009815,"Census Tract 98.15, Jefferson, CO",5385,521,4950,540,4720,460,0,17,0,17,108,80,0,17,0,17,122,133,0,17,122,133,435,124,348,104,0,17,39,60,0,17,0,17,27,43,21,28,8,14,13,23
14000US08059009823,"Census Tract 98.23, Jefferson, CO",4810,448,4211,452,3990,433,16,23,23,26,96,57,0,12,0,12,86,72,8,12,78,70,599,200,475,216,0,12,6,14,0,12,0,12,83,103,35,36,10,15,25,33
14000US08059009824,"Census Tract 98.24, Jefferson, CO",4711,587,4146,551,3891,549,15,19,8,12,66,70,9,15,14,21,143,99,0,12,143,99,565,138,467,101,0,12,0,12,0,12,0,12,37,43,61,90,61,90,0,12
14000US08059009827,"Census Tract 98.27, Jefferson, CO",6106,677,5316,623,4716,612,15,41,52,71,457,179,0,17,0,17,76,82,0,17,76,82,790,339,501,339,34,90,9,24,0,17,0,17,38,46,208,155,124,133,84,78
14000US08059009828,"Census Tract 98.28, Jefferson, CO",5837,636,5421,662,4724,788,0,17,13,21,608,445,0,17,0,17,76,86,18,28,58,92,416,113,277,115,0,17,0,17,0,17,0,17,111,107,28,35,28,35,0,17
14000US08059009829,"Census Tract 98.29, Jefferson, CO",1935,241,1815,242,1673,226,19,22,0,12,43,44,0,12,0,12,80,47,0,12,80,47,120,67,76,46,0,12,0,12,0,12,0,12,0,12,44,46,44,46,0,12
14000US08059009830,"Census Tract 98.30, Jefferson, CO",2363,283,2129,237,1878,212,80,79,0,12,49,44,36,37,0,12,86,56,6,10,80,53,234,132,135,57,12,16,0,12,0,12,0,12,4,6,83,91,2,4,81,91
14000US08059009831,"Census Tract 98.31, Jefferson, CO",2579,388,1802,318,1542,318,13,23,106,101,77,51,2,11,0,12,62,61,0,12,62,61,777,411,461,355,0,12,16,26,0,12,0,12,81,111,219,241,199,239,20,33
14000US08059009832,"Census Tract 98.32, Jefferson, CO",2432,224,1954,194,1673,153,66,69,73,109,101,114,0,12,0,12,41,27,0,12,41,27,478,93,349,112,12,16,0,12,0,12,0,12,61,39,56,43,56,43,0,12
14000US08059009833,"Census Tract 98.33, Jefferson, CO",5592,701,4383,576,4076,609,109,91,0,17,38,43,0,17,0,17,160,147,0,17,160,147,1209,377,395,228,14,22,50,86,0,17,0,17,619,427,131,143,131,143,0,17
14000US08059009834,"Census Tract 98.34, Jefferson, CO",4456,453,3755,471,3463,443,96,93,4,7,140,109,0,12,19,30,33,37,16,25,17,26,701,212,435,175,0,12,30,38,0,12,0,12,58,49,178,158,167,160,11,19
14000US08059009835,"Census Tract 98.35, Jefferson, CO",3714,438,3456,307,3305,319,0,12,0,12,55,35,0,12,0,12,96,75,26,43,70,63,258,212,220,208,0,12,8,13,0,12,0,12,8,13,22,30,22,30,0,12
14000US08059009836,"Census Tract 98.36, Jefferson, CO",4109,481,3802,461,3701,466,27,40,0,12,21,20,0,12,0,12,53,58,0,12,53,58,307,156,230,141,0,12,0,12,0,12,0,12,76,90,1,3,1,3,0,12
14000US08059009837,"Census Tract 98.37, Jefferson, CO",7666,962,6989,975,6739,969,0,17,9,14,133,101,0,17,0,17,108,81,0,17,108,81,677,218,418,235,0,17,97,153,0,17,0,17,162,191,0,17,0,17,0,17
14000US08059009838,"Census Tract 98.38, Jefferson, CO",4814,327,4597,327,4212,425,0,12,15,22,281,246,0,12,0,12,89,70,12,20,77,64,217,114,82,61,0,12,9,14,9,15,0,12,34,43,83,92,78,92,5,9
14000US08059009839,"Census Tract 98.39, Jefferson, CO",2307,266,2213,261,2141,258,0,12,0,12,26,23,0,12,0,12,46,34,0,12,46,34,94,92,88,87,0,12,0,12,0,12,0,12,0,12,6,10,6,10,0,12
14000US08059009840,"Census Tract 98.40, Jefferson, CO",3347,345,3114,347,2980,345,14,17,35,41,33,30,9,17,6,10,37,36,0,12,37,36,233,113,175,103,0,12,0,12,0,12,0,12,24,34,34,33,23,29,11,17
14000US08059009841,"Census Tract 98.41, Jefferson, CO",1969,171,1766,171,1682,160,0,12,14,24,10,11,0,12,0,12,60,44,22,34,38,30,203,77,177,76,0,12,0,12,0,12,0,12,5,8,21,17,15,14,6,9
14000US08059009842,"Census Tract 98.42, Jefferson, CO",3205,351,3027,349,2830,318,12,18,0,12,69,79,0,12,0,12,116,84,17,27,99,80,178,156,178,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08059009845,"Census Tract 98.45, Jefferson, CO",4437,613,4171,585,3913,571,12,19,0,12,0,12,0,12,0,12,246,165,0,12,246,165,266,172,196,177,16,26,9,15,0,12,0,12,30,31,15,17,15,17,0,12
14000US08059009846,"Census Tract 98.46, Jefferson, CO",4932,525,4708,477,4575,473,79,118,0,12,24,26,0,12,0,12,30,32,0,12,30,32,224,147,97,77,0,12,0,12,0,12,0,12,91,87,36,59,36,59,0,12
14000US08059009847,"Census Tract 98.47, Jefferson, CO",3568,486,3233,544,3181,544,0,12,8,13,25,30,0,12,0,12,19,28,0,12,19,28,335,248,316,248,9,16,0,12,0,12,0,12,10,17,0,12,0,12,0,12
14000US08059009848,"Census Tract 98.48, Jefferson, CO",2565,264,2453,248,2333,257,23,29,0,12,37,30,0,12,0,12,60,68,0,12,60,68,112,96,33,30,0,12,11,18,0,12,0,12,0,12,68,75,68,75,0,12
14000US08059009850,"Census Tract 98.50, Jefferson, CO",2335,283,2244,290,2204,282,0,12,0,12,32,33,0,12,0,12,8,14,8,14,0,12,91,51,52,39,0,12,0,12,0,12,0,12,0,12,39,35,39,35,0,12
14000US08059009851,"Census Tract 98.51, Jefferson, CO",4256,604,3911,579,3707,586,11,25,0,12,158,113,0,12,0,12,35,48,0,12,35,48,345,191,213,124,14,23,0,12,0,12,0,12,111,144,7,10,7,10,0,12
